0.000000000000000000e+00,0.000000000000000000e+00,-2.233494550728795935e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.255371384367139076e-01,0.000000000000000000e+00,5.755959008364636142e-01
8.161633764332596463e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.131600049777067962e-01
-1.343962198471910785e-01,-1.301260815495306478e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.925028920339365013e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.169642970874481991e-01,0.000000000000000000e+00,0.000000000000000000e+00,-6.338143492245288391e-01,0.000000000000000000e+00,-5.583498592619443590e-01,-6.254430070192809055e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.267626685608531867e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.750610960773554270e-01
0.000000000000000000e+00,-1.368186026884847528e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.193328661708593197e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.840054278118448350e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.273725004577565267e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-9.426051946948986737e-01,0.000000000000000000e+00,-8.711640381672840494e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.238522369480970553e-01,0.000000000000000000e+00,0.000000000000000000e+00,-6.284136039788913441e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
