X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19
1.196310214133912,-0.8536091817139276,-0.7090681626403605,-0.38301728009660196,1.3826597232411975,0.0456457407314686,-2.1962363884677036,-0.11901344653325308,1.412319026667348,-2.296195347857668,1.1856601902766184,-0.1801123607786288,1.2324484053066278,-0.6463085223427602,-1.0354199257792163,-1.1152422538668163,3.79017055995857,-2.3034656272794747,1.5113319368695448,1.4757287259805105
1.8085410140815106,-1.6098103184628245,-0.23556910895171979,-0.05485348383817476,1.953683889359493,1.4525668720244647,-3.702307853423057,0.0669931609608394,0.9414414431043895,-3.3942204095641957,3.336930788915942,-0.2919375448748226,2.904366150789099,0.7126867889235525,-2.085996672774286,-2.8194848049468915,3.8019269806082314,-0.47108564208919934,3.4893272818974603,1.7382548237412363
-1.8559823434585851,1.7975139493560361,0.2417871557801985,1.2959109129245285,-3.081332963281585,-3.0865154136543786,2.431625851489303,-2.5221285956489092,-1.8842419783107336,5.4133946536788216,-2.9327143492598515,1.3479948704097038,-3.0685549239951033,-0.7713682190937994,2.647030584982672,3.0507074249577224,-2.718259333544652,-2.0648977156321076,0.40542842614664654,-1.8135047379864453
0.18823583095280666,0.09519662916875782,-0.7813053199875843,0.2889670555270996,0.18662572200611388,0.6041280202418858,0.5019501359896847,0.027565120979114843,0.29874156451989603,-0.20758960377550637,-0.1504171192001458,-0.08746445832383606,0.44190072994002344,0.8291024462918672,0.9979484088323302,-0.11757520363219548,-0.6162800154905601,0.5727143611476365,-1.0896224955832794,-0.9382022485958781
1.1629670134934085,-0.9133224213985988,-0.24710773340654024,-0.0538487857005034,0.2832138026230443,-0.45768393482189856,-1.3253170628552082,-0.6407905979888533,1.7799520670913007,-0.8495748978616082,0.5578734696750544,0.2712669335112212,0.6714630325606518,-0.3116281841413968,-0.6374404765480648,0.560045103641065,2.0575824746661247,-1.9669379784560534,2.5831324017786783,1.6271428092553055
1.4493917162096748,-1.5914756862168555,-0.3725087299061727,-0.02863933470487723,0.7936661206877165,-0.17277346483928058,-0.7282917963355187,-0.6773448288961236,0.6412456048348543,-1.1632514913824294,1.0974521436475335,0.2696113820077868,1.7430375547716834,1.0510683695846945,-1.2907904052121897,-0.4862530531041798,2.201042153959855,-0.9852642121100088,1.0751985855433979,0.5721971788731746
0.8583384435292417,-1.3094273622683148,-0.03595699645122363,-0.8557334962615186,1.2648754495403813,0.44031374029848114,-0.8425479068564714,1.3980417679688752,0.9046415058741023,-2.3675167038615648,1.6948598963063919,-0.5263754136553962,2.531870127567378,-0.41417299574830896,-0.39754647121634057,-0.12559067766788318,3.725997350684511,-0.3896651513212782,0.19128523745758258,1.0212257971631549
1.5720925583816847,-1.3286036626531403,-0.437325409102048,0.4126211623168313,1.4513487547111381,0.6631725447389014,-0.9911373538085059,-0.28939484319459174,1.5122449797701047,-1.3981674498639838,0.7306253128534705,-0.10681941999020764,1.1498979454387053,0.5324430287961289,-1.0199887733688993,-0.8261056035566986,1.1358541839207696,-1.360040127392396,4.105097591026122,3.064972551480388
0.5504092943055447,0.03786973423517587,-0.8805695915932136,1.4906347770407622,-0.4585939854237388,-1.2649577070965459,0.9433690292379262,-0.49572470575054783,0.7055047322266449,1.658591765858514,-2.3677624044167125,0.7581774479237382,-1.6628243210265188,0.4606343644767772,0.65301484588164,2.3819847962301677,-1.9180613788912861,-4.082910540262134,4.430971082516756,0.6508209587595984
0.7715693115364566,-1.2873993690325183,0.7548205142353132,0.5009061242392083,1.804515701321828,-0.045386297792399055,-2.016703135850395,-1.0095493386492644,-0.21703655681100276,-1.667806709669367,2.9540137879572548,0.32396223856139006,0.17387412679267478,-1.49647305064328,-1.7952233957091275,-2.7843579080256506,-0.3255356569292579,-0.12298034949754211,2.157543615175764,0.6621640247548535
