X0,X1,X2
-0.7247722166526407,-0.17430399269153396,1.0811405041351
-0.9437913891192,0.010368170787183995,-0.6817593104191191
-0.10809795096774719,-0.3039819090784943,-2.413824135575811
-0.026332271161798537,0.22586697452249824,-0.2904503302045323
-0.07304340756257521,-0.8743135837152728,0.202156900066497
-0.42530450421979316,1.0987609597164056,-0.752070498877542
-0.3538746260276413,-0.2577325846371051,0.8007833407191434
-0.39766093736525343,0.7685854659446745,0.08701596646467347
-0.06528867883950756,-0.7520945954844199,-0.9170476943041753
-0.16466762941801083,-0.7030579641266627,-1.595645823327348
-0.3275886500851578,-0.17046816384895325,1.4534606892756443
-0.1974772735234643,-0.2766807629796354,-0.930244727066889
-0.0668779893117446,-0.35377561985755435,-1.4760850540898025
-0.264280264232563,-0.28204480525685954,-0.6680514885160463
-0.5566531012313827,0.6411449078731507,0.01659182412641308
-0.354256420572154,0.5761568448239811,-0.4747696566207909
-0.4247165822873155,0.08773462894282535,0.6957224812648237
-0.6580455943639618,1.6268469741388156,-0.2020438806342949
-0.7489607621200269,0.8884081996492795,0.816828955155216
-0.30949913172849225,0.7112717130052244,0.07398807511760586
-0.5486161480071954,0.4567987309355876,-0.7366669003879642
-0.25631104032264584,0.70072265892195,0.36031564703970675
-0.499521488907148,-0.23757659815908871,-2.0873497650160244
-0.17847273548338766,0.1687270158672193,0.761312658635702
-0.16204281884911306,-0.021410851940000697,-0.2772267505139464
-0.2627309205519975,-0.7494783878406674,0.4747498296485241
-0.5794309554389013,-0.6535743207347972,-2.4325256634311665
-0.7480388727065443,0.12710640487671543,-0.5055388842455887
0.08962819371638364,0.23796115927614112,-0.024844736563201214
-0.349983030998654,-1.1013476205871195,0.755611376494632
0.07108605393275064,0.38977076974853053,1.1306490530455786
-0.3868585683232859,0.5085470357011215,-0.14980761540374138
-0.5753959745899764,0.6231498204160253,-1.351153208985635
-0.3385141280835826,-0.07839388749712006,-0.7303750608894837
-0.5862540758438124,-0.10378776533236056,-2.4070908434050224
-0.32987771782439845,0.02820807847908441,-0.5361874204636256
-0.009689030976481883,0.459129155577831,0.7936231352189516
-0.15879860016328853,-0.07951859301350606,0.8790468453195712
0.2816892327208922,-0.6996849351913766,-0.22011601925567814
-0.2650165787476084,0.20056364762165302,0.0808144948252192
-0.2695321955047251,-0.12124952180236209,1.0401205095062895
-0.5200610567583119,0.36083563856266954,-1.9975855663230275
-0.5254434055209134,-0.6621745546141162,-0.9390162614042841
-0.28390173335264324,0.31098090026807196,1.250649977919865
-0.5170614347969866,-0.2911192412126453,-1.8888528701266194
-0.40201478147655917,0.7545177472112419,2.0628628364170076
-0.400195320867326,0.3232879383262598,0.06560422394597212
-0.5706438492802286,0.3897854542280419,0.49751170491089236
0.12936683751927697,-0.14583696031678664,0.3134942221460973
-0.7277873875412835,0.2818873332192701,-1.7218998666871264
-0.30800173597637653,0.17966878527389077,-0.4316957980810302
-0.13896894839885707,-0.28736916400281154,0.28942726326760837
-0.11148393004632356,-0.6430268549104113,0.13786845638718442
-0.4223334935593546,0.4189642403279023,1.3028223343123362
