X0,X1,X2
-0.0039503220325732835,0.25667420957945514,-0.5352590469786183
0.39715738554498375,-0.2569170502377064,0.04944274303769497
0.2018554118877521,0.22182304627712035,0.7836170953609178
0.19933211407628112,0.1758742902112948,-0.13523947542205317
0.40868379054330567,0.14334815431041842,-0.06187006942679768
0.1469076032980029,0.12967464500877146,-0.19552813788980258
0.6214143859974548,-0.2987148928198826,1.073342813893409
0.3074434060039587,-0.08986457434705397,0.2122856530767851
0.8675925622448236,-0.4817107130457417,-0.09993134926045144
-0.24469499125983574,0.8674998666501619,-1.3081298070621474
0.02438555159261313,0.5670453044124452,0.8726474076884173
-0.42541615836561975,0.762581263233743,0.5223501890264415
-1.1643479283477705,1.6588745606482043,-3.084542583255573
-1.675084316836403,1.6512487727296308,-1.7818918366383047
0.4064174440136628,-0.08929279996174938,0.07331065268269227
-0.4021970421152292,0.5880872241643293,0.37928148121189725
-0.3337658144582777,0.6591903649514211,-1.2150722470042743
-0.1754047492889107,-0.18775368697825262,-1.7212847153336197
0.7310912070207292,-0.4390812058134058,-0.5599798987742984
0.8673554925345083,-0.43817513012271647,-0.08845532108629939
0.9746786472972739,-0.4122221504577508,-1.2867000435552316
1.191469993339644,-0.7457742994055405,1.083600217155669
3.0597077084261777,-2.5172211160145137,2.7754272499281076
0.619413612612695,-0.24004472245661745,2.378749380129912
0.4919861246159709,-0.40354891897355255,-0.7939125471897435
-1.6294182269463127,1.6357572524288093,-1.3195180438732408
-1.177148903719575,1.4179048115422543,-1.6172167770398174
2.3428455409443196,-1.8308351074535598,3.1340348798741875
2.8447727957628746,-2.128406213962889,2.526755571046833
0.7570774056904142,-0.7420791626053709,-0.014828771997286716
0.27894484767903815,-0.25475385497613345,-0.812594283879823
0.8576229042282026,-0.25190968427858507,1.9541094930628975
-1.496025794237375,1.864644948170563,-1.5381677070005588
-0.129911919340022,0.2184688226266428,0.8421890029324077
-0.01625154392805328,0.25655216030784006,-0.5987912785298197
1.9275186607734915,-1.4322420821221846,1.0526480209502194
-0.5481274129160957,0.7022991743731594,-2.212671987395906
0.6814257232381279,-0.6842605951245797,-0.35143518056123246
1.0092568444592778,-0.6317938311981646,2.1529299847705277
1.3326677591572191,-0.9237602401055771,-0.39318312770392727
-0.03768823650356956,0.5559922090644461,0.1733064995137269
-0.27196627436875953,0.057982733898431144,1.3452634400589851
-1.6244723410133544,1.9696914829653456,-2.306420038511385
1.3937451904576998,-1.5140508758993168,1.4674758138448847
1.4251703039761918,-0.8147406327803917,0.5102222375973868
-0.09298213346492873,0.37494006478263864,0.16210746376700633
0.5616825561175396,-0.7032787077455738,-1.0869085299665167
-0.9156693185164776,1.1004671306058154,-2.3043220066108407
0.16183706734435654,0.2579208809695427,0.5979511859392685
1.0124051026169028,-0.49900431734273976,1.633562261545194
-0.08705260052036351,0.354039816176268,-2.655455434783686
0.4091114547671319,0.16861918551275007,1.0166107169136556
