0.0,0.21471166399005925,0.0,0.8044301594319767,0.0,0.0,0.21770323368909517,0.33131483393150685,0.0,0.8782141068480176
0.0,0.0,-0.6509443677119431,0.0,0.0,0.0,0.0,0.0,-0.3001252003554904,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7332084890966137,0.0,0.0
0.0,0.0,0.0,0.0,0.5778934350886589,0.9378657386324698,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004264802429251091,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5524577064435681,0.16403160129409167
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012760332087770276,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.46433321941682304
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
